id,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
20923,116,16,24,1012,SE,13.41,0,0
20924,119,15,24,1013,SE,18.33,0,0
20925,135,16,23,1013,SE,20.12,0,0
20926,155,17,23,1013,SE,24.14,0,0
20927,168,17,23,1013,SE,27.27,0,0
20928,170,17,22,1013,cv,3.13,0,0
20929,145,17,22,1012,SE,1.79,0,0
20930,93,17,20,1012,cv,0.89,0,0
20931,86,16,21,1012,SE,0.89,0,0
20932,75,16,20,1011,SE,2.68,0,0
20933,90,16,20,1011,SE,4.47,0,0
20934,102,17,20,1011,SE,6.26,0,0
20935,0,17,20,1011,SE,8.05,0,0
20936,0,17,21,1012,cv,0.89,0,0
20937,0,17,23,1011,cv,1.78,0,0
20938,0,16,24,1011,cv,2.67,0,0
20939,0,16,25,1011,SE,4.02,0,0
20940,0,15,26,1011,SE,7.15,0,0
20941,0,14,27,1010,SE,12.07,0,0
20942,0,12,28,1009,SE,16.09,0,0
20943,65,10,28,1008,SE,21.9,0,0
20944,61,10,28,1008,SE,29.05,0,0
20945,50,10,28,1007,SE,34.86,0,0
20946,61,12,27,1007,SE,40.67,0,0
20947,58,12,26,1007,SE,44.69,0,0
20948,68,12,25,1007,SE,47.82,0,0
20949,72,13,24,1008,SE,49.61,0,0
20950,117,15,25,1009,SE,53.63,0,0
20951,129,15,24,1009,SE,56.76,0,0
20952,132,15,24,1009,SE,59.89,0,0
20953,107,14,21,1010,NW,4.92,0,0
20954,85,3,21,1010,NE,4.92,0,0
20955,52,0,20,1011,NE,9.84,0,0
20956,19,-2,20,1011,NE,14.76,0,0
20957,15,-2,18,1012,NW,4.02,0,0
20958,17,0,17,1013,NW,7.15,0,0
20959,13,2,20,1014,NE,3.13,0,0
20960,13,1,22,1014,NE,7.15,0,0
20961,12,0,24,1014,NE,10.28,0,0
20962,10,-1,24,1013,NE,14.3,0,0
20963,15,-1,25,1013,NE,17.43,0,0
20964,12,-3,26,1012,cv,4.02,0,0
20965,11,-3,27,1012,cv,5.81,0,0
20966,17,-2,28,1010,cv,7.6,0,0
20967,16,-2,27,1009,cv,9.39,0,0
20968,15,-1,27,1009,SE,1.79,0,0
20969,19,-1,27,1009,SE,7.6,0,0
20970,23,0,26,1009,SE,12.52,0,0
20971,34,0,24,1009,SE,16.54,0,0
20972,30,1,23,1009,SE,18.33,0,0
20973,35,3,21,1010,SE,21.46,0,0
20974,40,5,21,1010,cv,0.89,0,0
20975,49,6,19,1010,cv,1.78,0,0
20976,51,7,19,1010,SE,1.79,0,0
20977,47,8,18,1010,cv,0.89,0,0
20978,51,9,17,1010,cv,1.78,0,0
20979,65,9,15,1010,NW,1.79,0,0
20980,80,7,18,1011,NE,3.13,0,0
20981,63,7,15,1011,NW,3.13,0,0
20982,52,6,19,1012,NW,6.26,0,0
20983,48,5,20,1012,NW,10.28,0,0
20984,33,2,22,1012,NE,3.13,0,0
20985,57,-1,25,1013,NW,5.81,0,0
20986,33,-3,26,1013,NE,5.81,0,0
20987,0,-4,25,1013,NE,10.73,0,0
20988,0,-4,26,1012,NW,4.02,0,0
20989,10,-4,27,1011,NW,7.15,0,0
20990,6,-3,26,1011,cv,0.89,0,0
20991,8,-3,27,1010,SE,1.79,0,0
20992,6,-2,27,1009,cv,1.79,0,0
20993,6,-3,27,1008,SE,1.79,0,0
20994,19,-1,26,1008,SE,3.58,0,0
20995,17,1,24,1009,SE,4.47,0,0
20996,16,-1,22,1009,SE,6.26,0,0
20997,19,4,19,1010,SE,7.15,0,0
20998,31,3,15,1011,NW,3.13,0,0
20999,56,3,16,1011,cv,0.89,0,0
21000,69,7,16,1010,cv,1.78,0,0
21001,91,4,17,1010,cv,2.67,0,0
21002,84,4,16,1011,cv,3.56,0,0
21003,70,7,16,1010,cv,4.45,0,0
21004,48,6,14,1011,cv,5.34,0,0
21005,48,6,15,1011,NE,1.79,0,0
21006,30,5,17,1011,NE,5.81,0,0
21007,15,4,20,1011,NE,7.6,0,0
21008,22,5,22,1011,SE,1.79,0,0
21009,22,4,24,1011,SE,3.58,0,0
21010,39,4,25,1011,SE,5.37,0,0
21011,48,4,27,1010,SE,8.5,0,0
21012,49,4,28,1010,SE,11.63,0,0
21013,72,5,28,1009,SE,15.65,0,0
21014,73,5,28,1008,cv,1.79,0,0
21015,66,5,27,1008,SE,3.13,0,0
21016,63,6,27,1007,SE,4.92,0,0
21017,27,3,27,1007,NW,4.02,0,0
21018,31,6,25,1006,SE,5.81,0,0
21019,39,6,24,1007,SE,9.83,0,0
21020,42,8,22,1008,SE,15.64,0,0
21021,63,10,20,1009,SE,21.45,0,0
21022,83,12,19,1009,SE,25.47,0,0
21023,98,12,17,1009,cv,0.89,0,0
21024,99,12,17,1009,SE,1.79,0,0
21025,98,12,16,1008,SE,3.58,0,0
21026,98,12,14,1008,NE,1.79,0,0
21027,93,12,14,1007,SE,1.79,0,0
21028,95,12,14,1007,NE,1.79,0,0
21029,138,10,11,1007,NE,2.68,0,0
21030,144,13,14,1007,cv,0.89,0,0
21031,146,13,18,1007,cv,1.78,0,0
21032,156,13,20,1007,cv,2.67,0,0
21033,129,13,22,1007,SE,1.79,0,0
21034,122,13,24,1007,SE,3.58,0,0
21035,104,12,27,1006,SE,5.37,0,0
21036,75,12,30,1005,SE,7.16,0,0
21037,67,11,32,1004,SE,10.29,0,0
21038,46,7,33,1003,SE,15.21,0,0
21039,27,6,33,1002,SE,20.13,0,0
21040,39,5,33,1001,SE,27.28,0,0
21041,32,4,33,1001,SE,34.43,0,0
21042,31,3,32,1001,SE,40.24,0,0
21043,31,3,30,1002,SE,46.05,0,0
21044,36,5,29,1002,SE,50.97,0,0
21045,28,5,28,1002,SE,56.78,0,0
21046,43,6,27,1003,SE,61.7,0,0
21047,56,7,25,1003,SE,66.62,0,0
21048,54,8,22,1003,SE,69.75,0,0
21049,53,10,19,1003,SE,70.64,0,0
21050,58,10,18,1003,cv,0.89,0,0
21051,63,9,16,1004,NE,0.89,0,0
21052,77,9,16,1004,cv,0.89,0,0
21053,79,9,16,1005,cv,1.78,0,0
21054,80,10,19,1006,cv,2.67,0,0
21055,84,11,22,1007,SE,1.79,0,0
21056,101,12,24,1007,SE,3.58,0,0
21057,104,14,25,1007,SE,6.71,0,0
21058,105,13,27,1007,SE,10.73,0,0
21059,134,14,28,1007,SE,14.75,0,0
21060,162,14,29,1007,SE,19.67,0,0
21061,147,16,30,1007,SE,23.69,0,0
21062,133,15,31,1006,SE,28.61,0,0
21063,136,15,31,1007,SE,31.74,0,0
21064,144,16,30,1006,SE,36.66,0,0
21065,149,16,29,1007,SE,38.45,0,0
21066,151,15,29,1006,SE,44.26,0,0
21067,140,15,27,1008,SE,49.18,0,0
21068,138,15,25,1009,SE,53.2,0,0
21069,152,15,24,1010,SE,57.22,0,0
21070,158,13,23,1011,SE,60.35,0,0
21071,139,13,22,1011,SE,63.48,0,0
21072,124,13,21,1011,cv,0.89,0,0
21073,120,13,20,1011,SE,1.79,0,0
21074,133,12,19,1012,cv,0.89,0,0
21075,135,12,19,1012,SE,1.79,0,0
21076,125,12,16,1012,cv,0.45,0,0
21077,137,11,18,1013,NW,0.89,0,0
21078,146,14,20,1013,NE,1.79,0,0
21079,137,13,22,1013,NW,1.79,0,0
21080,0,12,24,1014,NW,4.92,0,0
21081,125,13,25,1014,cv,1.79,0,0
21082,130,14,27,1013,SE,1.79,0,0
21083,136,14,28,1013,SE,3.58,0,0
21084,143,15,29,1012,SE,6.71,0,0
21085,149,15,31,1011,SE,9.84,0,0
21086,152,15,31,1011,SE,13.86,0,0
21087,144,16,32,1010,SE,17.88,0,0
21088,105,13,33,1009,SE,22.8,0,0
21089,87,12,33,1009,SE,28.61,0,0
21090,82,10,32,1009,SE,33.53,0,0
21091,104,11,31,1010,SE,38.45,0,0
21092,125,12,28,1010,SE,41.58,0,0
21093,0,14,28,1011,SE,43.37,0,0
21094,150,15,26,1011,cv,0.89,0,0
21095,134,14,26,1011,SE,1.79,0,0
21096,94,15,25,1011,SE,3.58,0,0
21097,89,15,25,1011,SE,5.37,0,0
21098,97,15,24,1011,SE,7.16,0,0
21099,94,15,23,1010,SE,8.95,0,0
21100,96,15,22,1010,SE,12.08,0,0
21101,101,14,22,1010,SE,15.21,0,0
21102,86,14,23,1010,SE,19.23,0,0
21103,94,15,24,1010,SE,22.36,0,0
21104,102,15,24,1011,SE,25.49,0,0
21105,96,14,25,1011,SE,30.41,0,0
21106,99,12,26,1010,SE,36.22,0,0
21107,104,12,26,1010,SE,40.24,0,0
21108,99,11,27,1010,SE,44.26,0,0
21109,93,11,27,1009,SE,49.18,0,0
21110,105,12,26,1010,SE,56.33,0,0
21111,76,13,21,1010,NW,5.81,0,1
21112,33,13,22,1011,NW,9.83,0,2
21113,26,13,21,1011,NW,16.98,0,3
21114,18,14,20,1012,NW,22.79,0,4
21115,15,12,21,1012,NW,27.71,0,0
21116,15,14,20,1013,NW,32.63,0,0
21117,22,12,18,1013,NE,4.02,0,0
21118,26,11,18,1014,NE,8.04,0,0
21119,15,10,17,1014,NE,12.06,0,0
21120,11,9,16,1014,NE,15.19,0,0
21121,8,9,17,1014,NE,19.21,0,0
21122,16,9,15,1014,NE,21,0,0
21123,12,10,15,1014,NE,22.79,0,0
21124,18,10,13,1015,NE,24.58,0,0
21125,14,9,12,1016,NW,3.13,0,0
21126,14,9,18,1016,NE,4.92,0,0
21127,9,9,18,1016,NE,8.94,0,0
21128,6,9,21,1017,NW,4.02,0,0
21129,5,7,23,1017,NW,9.83,0,0
21130,5,6,24,1017,NW,16.98,0,0
21131,6,6,26,1017,NW,21.9,0,0
21132,6,5,26,1016,NW,25.03,0,0
21133,8,5,27,1016,cv,4.92,0,0
21134,11,4,27,1015,NW,4.02,0,0
21135,10,4,27,1015,cv,1.79,0,0
21136,12,3,28,1015,NW,1.79,0,0
21137,14,3,27,1015,SE,3.13,0,0
21138,15,2,27,1015,NW,1.79,0,0
21139,9,2,24,1015,NE,1.79,0,0
21140,16,3,21,1016,cv,0.89,0,0
21141,27,4,19,1017,SE,0.89,0,0
21142,29,6,16,1017,cv,0.45,0,0
21143,43,7,15,1018,cv,1.34,0,0
21144,68,7,15,1018,cv,2.23,0,0
21145,67,5,16,1018,SE,1.79,0,0
21146,60,6,15,1018,NE,0.89,0,0
21147,71,9,13,1019,NE,2.68,0,0
21148,80,10,12,1019,cv,0.89,0,0
21149,122,9,13,1019,cv,1.78,0,0
21150,115,8,15,1019,cv,2.23,0,0
21151,103,7,18,1020,NE,1.79,0,0
21152,82,9,20,1020,cv,0.89,0,0
21153,88,12,21,1019,SE,1.79,0,0
21154,80,13,24,1018,cv,1.79,0,0
21155,87,12,26,1018,cv,2.68,0,0
21156,68,9,27,1017,SE,4.02,0,0
21157,53,8,27,1016,SE,8.94,0,0
21158,37,8,27,1015,SE,13.86,0,0
21159,38,6,27,1014,SE,18.78,0,0
21160,43,6,27,1014,SE,23.7,0,0
21161,51,7,26,1014,SE,28.62,0,0
21162,37,13,18,1015,NW,9.83,0,1
21163,46,14,17,1016,NW,15.64,0,2
21164,43,14,16,1015,NE,1.79,0,0
21165,48,14,16,1015,SE,1.79,0,0
21166,50,14,17,1015,cv,0.89,0,0
21167,40,14,16,1016,NW,3.13,0,0
21168,50,15,17,1015,NW,4.92,0,0
21169,51,15,16,1015,NW,5.81,0,0
21170,55,15,16,1014,NW,7.6,0,1
21171,63,15,17,1014,cv,0.89,0,2
21172,57,15,16,1014,cv,1.78,0,3
21173,58,14,15,1014,NE,0.89,0,0
21174,65,14,16,1014,cv,0.89,0,0
21175,55,13,17,1014,SE,1.79,0,0
21176,53,13,18,1014,cv,0.89,0,0
21177,54,12,18,1014,NE,1.79,0,0
21178,55,13,18,1014,NE,3.58,0,0
21179,55,12,20,1014,NE,5.37,0,0
21180,55,10,22,1013,SE,1.79,0,0
21181,55,11,22,1012,SE,4.92,0,0
21182,52,13,22,1011,SE,8.05,0,0
21183,66,13,22,1011,SE,12.07,0,0
21184,71,14,23,1010,SE,15.2,0,0
21185,83,14,22,1011,SE,19.22,0,0
21186,108,14,21,1011,SE,23.24,0,0
21187,115,15,20,1010,SE,27.26,0,0
21188,121,16,19,1011,cv,0.89,0,0
21189,138,17,19,1012,SE,1.79,0,0
21190,152,17,18,1012,SE,3.58,0,0
21191,151,17,18,1012,SE,4.47,0,0
21192,143,17,17,1012,SE,5.36,0,0
21193,144,16,17,1012,SE,6.25,0,0
21194,149,16,16,1011,SE,7.14,0,0
21195,143,17,17,1011,SE,8.93,0,0
21196,141,16,16,1011,cv,0.45,0,0
21197,145,16,16,1011,NE,0.89,0,0
21198,155,17,17,1011,cv,0.89,0,0
21199,189,17,18,1012,SE,1.79,0,0
21200,180,18,19,1012,SE,3.58,0,0
21201,185,17,20,1012,SE,7.6,0,0
21202,168,16,22,1012,SE,10.73,0,0
21203,158,16,23,1011,SE,12.52,0,0
21204,143,15,25,1011,SE,15.65,0,0
21205,108,15,26,1010,SE,18.78,0,0
21206,69,13,28,1009,SE,23.7,0,0
21207,63,11,29,1008,SE,29.51,0,0
21208,62,11,29,1007,SE,35.32,0,0
21209,63,10,28,1007,SE,40.24,0,0
21210,67,11,28,1007,SE,45.16,0,0
21211,71,11,27,1007,SE,50.08,0,0
21212,95,12,24,1007,SE,51.87,0,0
21213,117,14,23,1007,SE,53.66,0,0
21214,130,15,22,1008,SE,55.45,0,0
21215,146,15,22,1008,SE,57.24,0,0
21216,159,16,22,1007,SE,60.37,0,0
21217,168,15,21,1007,SE,62.16,0,0
21218,178,15,21,1007,SE,63.95,0,0
21219,175,16,20,1007,SE,65.74,0,0
21220,207,18,20,1007,SE,66.63,0,0
21221,233,19,20,1007,cv,0.89,0,0
21222,248,19,20,1007,SE,1.79,0,0
21223,244,19,21,1007,cv,0.89,0,0
21224,237,19,21,1007,cv,1.78,0,0
21225,239,19,22,1006,SE,1.79,0,1
21226,242,20,22,1006,cv,0.45,0,2
21227,246,20,24,1005,cv,1.34,0,0
21228,238,20,25,1005,cv,2.23,0,0
21229,206,20,23,1004,SE,1.79,0,1
21230,216,21,23,1005,NE,1.79,0,2
21231,261,21,23,1004,cv,0.89,0,3
21232,59,19,21,1004,SE,4.92,0,4
21233,39,19,22,1004,NW,3.13,0,0
21234,41,20,22,1003,NE,3.13,0,0
21235,57,19,21,1003,SE,1.79,0,0
21236,63,19,20,1004,SE,3.58,0,0
21237,92,18,20,1005,cv,0.89,0,0
21238,84,17,18,1006,cv,1.78,0,0
21239,80,17,18,1006,cv,2.23,0,0
21240,95,16,17,1006,cv,3.12,0,0
21241,120,17,17,1006,SE,0.89,0,0
21242,135,16,16,1005,cv,0.89,0,0
21243,140,16,16,1005,cv,1.78,0,0
21244,139,15,16,1006,cv,2.67,0,0
21245,141,17,17,1006,NW,0.89,0,0
21246,146,17,17,1006,SE,0.89,0,0
21247,161,18,19,1006,cv,0.89,0,0
21248,167,18,20,1006,cv,1.78,0,0
21249,164,19,23,1007,NE,1.79,0,0
21250,148,18,24,1006,cv,0.89,0,0
21251,135,18,26,1006,SE,1.79,0,0
21252,141,18,28,1005,cv,3.13,0,0
21253,143,17,29,1004,SE,4.02,0,0
21254,154,17,30,1003,SE,8.94,0,0
21255,118,16,30,1003,SE,14.75,0,0
21256,75,15,32,1002,SE,20.56,0,0
21257,66,12,32,1001,SE,26.37,0,0
21258,62,12,32,1001,SE,31.29,0,0
21259,74,13,31,1001,SE,34.42,0,0
21260,61,12,30,1002,SE,37.55,0,0
21261,52,14,29,1002,SE,39.34,0,0
21262,47,14,27,1003,SE,42.47,0,0
21263,56,15,23,1002,SE,44.26,0,0
21264,69,16,22,1003,NE,1.79,0,0
21265,70,16,20,1003,NE,3.58,0,0
21266,72,16,20,1003,NE,5.37,0,0
21267,86,16,20,1003,NE,7.16,0,0
21268,109,16,18,1004,NW,1.79,0,0
21269,97,15,20,1004,NW,3.58,0,0
21270,88,16,22,1005,NW,7.6,0,0
21271,87,15,23,1005,NW,11.62,0,0
21272,76,13,26,1006,NE,4.02,0,0
21273,42,10,29,1006,NE,8.94,0,0
21274,15,7,31,1006,NE,16.09,0,0
21275,13,7,31,1006,NE,20.11,0,0
21276,6,7,33,1005,NE,24.13,0,0
21277,5,6,34,1004,SE,4.02,0,0
21278,8,7,34,1004,cv,3.13,0,0
21279,8,7,34,1003,SE,3.13,0,0
21280,20,12,33,1002,SE,7.15,0,0
21281,47,11,33,1002,SE,11.17,0,0
21282,52,12,31,1002,SE,14.3,0,0
21283,54,12,30,1002,SE,17.43,0,0
21284,46,11,28,1003,SE,20.56,0,0
21285,57,16,27,1003,SE,23.69,0,0
21286,135,16,25,1003,SE,26.82,0,0
21287,166,17,24,1003,SE,29.95,0,0
21288,199,17,23,1003,SE,33.08,0,0
21289,237,16,23,1003,SE,36.21,0,0
21290,219,16,23,1003,SE,38,0,0
21291,148,14,22,1002,SE,41.13,0,0
21292,141,14,22,1002,SE,44.26,0,0
21293,122,13,21,1002,cv,0.89,0,0
21294,130,14,21,1002,cv,1.34,0,0
21295,148,14,23,1002,cv,2.23,0,0
21296,167,14,23,1002,SE,1.79,0,0
21297,194,15,24,1002,SE,3.58,0,0
21298,193,16,26,1002,NE,1.79,0,0
21299,191,16,28,1001,SE,1.79,0,0
21300,189,16,29,1001,SE,3.58,0,0
21301,205,17,29,1000,SE,5.37,0,0
21302,203,18,30,999,SE,8.5,0,0
21303,204,18,31,998,SE,11.63,0,0
21304,212,19,30,999,SE,13.42,0,0
21305,168,14,28,1000,NW,9.83,0,0
21306,46,14,27,1000,NW,16.98,0,0
21307,49,15,25,1000,NW,20.11,0,0
21308,45,15,24,1001,SE,1.79,0,0
21309,50,16,22,1001,cv,0.89,0,0
21310,59,15,23,1002,NW,4.02,0,0
21311,56,15,22,1001,NW,7.15,0,0
21312,48,14,22,1001,NW,11.17,0,0
21313,50,14,20,1001,cv,0.89,0,0
21314,43,15,20,1000,NW,3.13,0,0
21315,49,16,20,1000,cv,0.89,0,0
21316,56,15,20,1000,cv,1.78,0,0
21317,50,15,19,1001,NW,1.79,0,0
21318,49,15,20,1001,cv,0.89,0,0
21319,45,16,23,1001,NW,1.79,0,0
21320,38,16,24,1001,cv,0.89,0,0
21321,44,15,26,1001,cv,1.78,0,0
21322,48,15,28,1001,cv,3.57,0,0
21323,50,16,30,1000,cv,4.46,0,0
21324,53,15,31,1000,SE,1.79,0,0
21325,55,14,32,999,SE,5.81,0,0
21326,61,13,31,998,SE,8.94,0,0
21327,87,16,31,998,SE,12.96,0,0
21328,91,16,32,998,SE,17.88,0,0
21329,101,16,31,997,SE,21.9,0,0
21330,98,15,30,997,SE,25.03,0,0
21331,87,17,29,998,SE,26.82,0,0
21332,80,17,27,998,cv,0.89,0,0
21333,108,19,26,999,NE,1.79,0,0
21334,129,11,26,1000,NE,6.71,0,0
21335,29,12,25,1000,SE,1.79,0,0
21336,17,13,24,1000,NE,3.13,0,0
21337,23,14,23,1001,SE,4.02,0,0
21338,101,15,22,1001,SE,5.81,0,0
21339,99,15,21,1001,SE,8.94,0,1
21340,85,16,20,1001,NE,1.79,0,2
21341,90,16,21,1002,SE,1.79,0,0
21342,81,16,21,1002,cv,0.89,0,0
21343,82,16,21,1002,SE,1.79,0,0
21344,103,17,23,1002,cv,0.89,0,0
21345,107,17,26,1002,cv,2.68,0,0
21346,121,17,27,1001,NW,1.79,0,0
21347,111,17,28,1001,SE,1.79,0,0
21348,98,16,30,1000,SE,3.58,0,0
21349,82,15,32,999,SE,6.71,0,0
21350,63,13,33,998,SE,10.73,0,0
21351,56,13,34,998,SE,14.75,0,0
21352,56,14,34,997,SE,20.56,0,0
21353,33,14,33,997,SE,27.71,0,0
21354,36,15,32,997,SE,33.52,0,0
21355,46,14,30,997,SE,37.54,0,0
21356,58,14,28,998,SE,39.33,0,0
21357,74,15,28,999,SE,42.46,0,0
21358,69,17,26,999,SE,46.48,0,0
21359,73,18,26,999,SE,49.61,0,0
21360,71,18,25,999,SE,51.4,0,0
21361,82,18,24,1000,SE,53.19,0,0
21362,75,20,23,999,SE,56.32,0,0
21363,93,20,22,999,SE,59.45,0,0
21364,110,20,22,999,SE,62.58,0,0
21365,161,19,21,1000,cv,0.89,0,0
21366,197,19,22,1000,SE,1.79,0,0
21367,189,19,22,1000,SE,3.58,0,0
21368,186,20,24,1000,cv,0.89,0,0
21369,192,20,25,999,SE,1.79,0,0
21370,178,20,27,999,SE,3.58,0,0
21371,181,20,29,998,cv,1.79,0,0
21372,177,18,30,997,cv,4.92,0,0
21373,178,18,31,996,SE,4.92,0,0
21374,140,18,33,994,SE,10.73,0,0
21375,116,16,35,994,SE,16.54,0,0
21376,104,14,33,994,SE,22.35,0,0
21377,66,18,20,997,SE,26.37,0,1
21378,23,19,20,997,NW,1.79,0,2
21379,29,19,21,998,cv,0.89,0,0
21380,33,19,21,998,NE,3.13,0,0
21381,32,18,20,999,NE,6.26,0,0
21382,38,18,19,1000,SE,3.13,0,0
21383,34,18,19,1000,SE,4.02,0,1
21384,47,18,19,1000,cv,0.89,0,0
21385,33,18,19,1000,NW,1.79,0,0
21386,24,18,20,1001,NE,3.13,0,1
21387,8,11,19,1001,NW,4.02,0,2
21388,8,10,18,1001,NW,8.04,0,0
21389,7,11,17,1002,NW,11.17,0,0
21390,8,13,18,1002,cv,0.89,0,0
21391,10,12,18,1002,cv,1.78,0,0
21392,8,10,21,1002,NW,4.02,0,0
21393,13,6,24,1002,NW,8.94,0,0
21394,14,4,25,1002,NW,12.07,0,0
21395,9,3,26,1001,NW,13.86,0,0
21396,6,3,27,1001,cv,1.79,0,0
21397,7,4,26,1001,SE,3.13,0,0
21398,10,3,25,1001,cv,3.13,0,0
21399,10,0,29,1000,NW,8.05,0,0
21400,6,-2,29,1000,NW,16.1,0,0
21401,2,-2,29,999,NW,21.02,0,0
21402,1,-2,29,999,NW,24.15,0,0
21403,7,-2,28,998,cv,1.79,0,0
21404,18,1,26,999,SE,4.02,0,0
21405,18,5,24,999,SE,8.04,0,0
21406,20,7,24,999,SE,12.06,0,0
21407,21,6,24,999,SE,16.98,0,0
21408,26,5,23,999,SE,25.03,0,0
21409,27,5,22,999,SE,32.18,0,0
21410,30,6,21,999,NW,3.13,0,0
21411,33,8,16,999,cv,0.89,0,0
21412,34,10,13,999,NW,1.79,0,0
21413,37,11,14,999,cv,0.89,0,0
21414,33,12,16,1000,NW,0.89,0,0
21415,54,12,20,1000,cv,0.89,0,0
21416,52,10,22,1000,NE,1.79,0,0
21417,38,9,24,999,cv,0.89,0,0
21418,31,7,27,998,SE,1.79,0,0
21419,13,4,30,997,SE,4.92,0,0
21420,8,0,32,996,NW,8.05,0,0
21421,15,2,32,996,SE,5.81,0,0
21422,12,2,32,995,SE,11.62,0,0
21423,16,2,33,994,SE,15.64,0,0
21424,9,2,33,994,NW,4.02,0,0
21425,13,2,33,994,SE,4.02,0,0
21426,12,1,32,994,NW,4.92,0,0
21427,12,3,30,994,NW,8.94,0,0
21428,12,6,25,995,cv,0.89,0,0
21429,22,10,21,995,SE,0.89,0,0
21430,68,10,24,996,SE,2.68,0,0
21431,75,12,21,996,SE,5.81,0,0
21432,60,12,20,995,cv,0.89,0,0
21433,75,12,17,995,NE,1.79,0,0
21434,81,12,18,995,cv,0.89,0,0
21435,71,11,17,995,NE,1.79,0,0
21436,44,9,19,996,NE,4.92,0,0
21437,23,9,16,996,NW,3.13,0,0
21438,23,9,19,996,NW,6.26,0,0
21439,24,10,22,997,NW,9.39,0,0
21440,13,9,25,997,NW,13.41,0,0
21441,11,9,27,997,NW,16.54,0,0
21442,7,8,28,996,NE,4.92,0,0
21443,4,8,28,996,cv,3.13,0,0
21444,3,8,29,996,NE,4.02,0,0
21445,4,7,29,996,SE,3.13,0,0
21446,6,7,30,996,NW,1.79,0,0
21447,7,8,30,996,NE,1.79,0,0
21448,6,8,30,996,cv,1.79,0,0
21449,5,8,30,996,NE,1.79,0,0
21450,3,8,29,997,NE,3.58,0,0
21451,15,11,27,997,NE,5.37,0,0
21452,23,9,25,998,NE,9.39,0,0
21453,10,9,23,999,NE,14.31,0,0
21454,11,9,23,999,NE,18.33,0,0
21455,7,10,22,1000,NE,20.12,0,0
21456,11,10,21,1000,cv,0.89,0,0
21457,10,11,19,1000,NE,1.79,0,0
21458,15,13,20,1000,SE,1.79,0,0
21459,29,13,20,1000,cv,0.89,0,0
21460,58,13,19,1001,NE,0.89,0,0
21461,73,12,19,1000,cv,0.89,0,0
21462,96,13,19,1001,NE,1.79,0,0
21463,112,14,21,1000,SE,1.79,0,0
21464,130,14,22,1001,NE,3.13,0,0
21465,135,14,24,1001,NE,6.26,0,0
21466,152,14,23,1000,SE,3.13,0,0
21467,148,13,24,1000,NW,4.02,0,0
21468,80,14,26,999,NE,3.13,0,0
21469,86,13,26,999,SE,4.92,0,0
21470,99,14,27,998,SE,8.94,0,0
21471,62,15,26,998,SE,13.86,0,0
21472,65,14,25,998,SE,17.88,0,0
21473,61,13,25,999,SE,22.8,0,1
21474,54,13,25,999,SE,24.59,0,0
21475,48,13,24,999,NE,3.13,0,0
21476,60,17,20,1000,NE,4.92,0,1
21477,40,16,20,1001,NE,10.73,0,3
21478,36,15,20,1001,NE,16.54,0,0
21479,17,14,20,1002,NE,22.35,0,0
21480,17,14,20,1002,NE,27.27,0,0
21481,15,13,20,1002,NE,33.08,0,0
21482,12,13,19,1003,NE,37.1,0,0
21483,11,13,17,1003,NW,3.13,0,0
21484,13,13,17,1003,NW,6.26,0,0
21485,13,14,17,1003,NW,10.28,0,0
21486,16,14,19,1004,NW,12.07,0,0
21487,10,14,20,1005,NW,16.09,0,0
21488,14,14,20,1005,NW,20.11,0,0
21489,8,13,23,1004,NW,23.24,0,0
21490,5,14,23,1004,NE,3.13,0,0
21491,6,13,26,1004,NW,3.13,0,0
21492,7,13,26,1004,SE,3.13,0,0
21493,17,12,26,1004,NW,4.92,0,0
21494,8,11,28,1003,cv,3.13,0,0
21495,8,9,27,1003,NW,4.02,0,0
21496,7,11,27,1003,SE,3.13,0,0
21497,5,11,26,1003,NE,3.13,0,0
21498,6,12,25,1004,NE,6.26,0,0
21499,11,14,23,1005,NW,3.13,0,0
21500,10,15,20,1005,NW,6.26,0,0
21501,8,15,19,1006,NE,1.79,0,0
21502,7,15,19,1007,NW,3.13,0,0
21503,7,15,18,1007,NW,6.26,0,0
21504,11,14,19,1007,NW,8.05,0,0
21505,11,15,17,1007,cv,0.45,0,0
21506,21,15,17,1007,cv,0.9,0,0
21507,15,15,17,1007,NE,1.79,0,0
21508,9,14,16,1007,NW,3.13,0,0
21509,14,14,17,1007,NE,1.79,0,0
21510,16,15,18,1007,cv,0.89,0,0
21511,11,13,24,1007,NW,4.92,0,0
21512,12,13,25,1007,NW,9.84,0,0
21513,9,10,26,1007,NW,14.76,0,0
21514,6,11,26,1007,NW,19.68,0,0
21515,4,10,26,1007,NE,4.92,0,0
21516,12,10,27,1007,NW,1.79,0,0
21517,16,10,29,1006,NW,4.92,0,0
21518,6,10,29,1006,NW,8.94,0,0
21519,6,10,30,1005,NE,4.92,0,0
21520,6,10,29,1005,NE,8.05,0,0
21521,9,11,27,1005,NE,11.18,0,0
21522,0,11,27,1005,NW,4.92,0,0
21523,0,10,27,1005,NW,9.84,0,0
21524,0,10,25,1006,NW,15.65,0,0
21525,0,10,24,1006,NW,19.67,0,0
21526,0,10,24,1006,NW,22.8,0,0
21527,0,11,21,1006,NW,25.93,0,0
21528,16,12,19,1006,NW,29.06,0,0
21529,11,12,18,1006,NW,30.85,0,0
21530,31,13,17,1006,NW,32.64,0,0
21531,34,12,16,1006,NW,35.77,0,0
21532,31,13,16,1006,NW,37.56,0,0
